Colonne1,name,nickname
1180,Theodore,Teddy
1181,Theodore,Teddy
1182,Theodore,Theo
1183,Theresa,Terry
1184,Theresa,Tess
1185,Theresa,Tessa
1186,Theresa,Tessie
1187,Theresa,Thirza
1188,Theresa,Thursa
1189,Theresa,Tracy
1190,Thom,Tom
1191,Thom,Tommy
1192,Thomas,Thom
1193,Thomas,Thom
1194,Thomas,Tom
1195,Thomas,Tom
1196,Thomas,Tom
1197,Thomas,Tommy
1198,Thomas,Tommy
1199,Thomas,Tommy
1200,Timothy,Tim
1201,Timothy,Tim
1202,Timothy,Tim
1203,Timothy,Timmy
1204,Timothy,Timmy
1205,Timothy,Timmy
1206,Tobias,Bias
1207,Tobias,Toby
1208,Tryphena,Phena
1209,Uriah,Riah
1210,Valentine,Felty
1211,Valeri,Val
1212,Valerie,Val
1213,Valerie,Val
1214,Valerie,Val
1215,Vanessa,Essa
1216,Vanessa,Nessa
1217,Vanessa,Vanna
1218,Veronica,Franky
1219,Veronica,Frony
1220,Veronica,Ron
1221,Veronica,Ronie
1222,Veronica,Ronna
1223,Veronica,Ronnie
1224,Veronica,Ronnie
1225,Veronica,Vonnie
1226,Victor,Vic
1227,Victoria,Torie
1228,Victoria,Tory
1229,Victoria,Vic
1230,Victoria,Vicki
1231,Victoria,Vicky
1232,Vincent,Vic
1233,Vincent,Vin
1234,Vincent,Vince
1235,Vincent,Vinnie
1236,Vincent,Vinny
1237,Vincenzo,Vic
1238,Vincenzo,Vin
1239,Vincenzo,Vinnie
1240,Vincenzo,Vinny
1241,Vinson,Vinny
1242,Virginia,Ginger
1243,Virginia,Ginny
1244,Virginia,Jane
1245,Virginia,Jennie
1246,Virginia,Virgy
1247,Wallace,Wally
1248,Walter,Wally
1249,Walter,Walt
1250,Washington,Wash
1251,Wilber,Bert
1252,Wilber,Will
1253,Wilbur,Willie
1254,Wilbur,Willy
1255,Wilfred,Fred
1256,Wilfred,Will
1257,Wilfred,Willie
1258,Wilhelmina,Mina
1259,Wilhelmina,Minnie
1260,Wilhelmina,Willie
1261,Wilhelmina,Wilma
1262,Will,Fred
1263,William,Bela
1264,William,Bell
1265,William,Bill
1266,William,Billy
1267,William,Will
1268,William,Willie
1269,William,Willy
1270,Willie,Fred
1271,Wilson,Will
1272,Wilson,Willie
1273,Wilson,Willy
1274,Winfield,Field
1275,Winfield,Win
1276,Winfield,Winny
1277,Winifred,Freddie
1278,Winifred,Winnet
1279,Winifred,Winnie
1280,Winnifred,Fred
1281,Winnifred,Freddie
1282,Winnifred,Freddy
1283,Winnifred,Winnie
1284,Winnifred,Winny
1285,Woodrow,Drew
1286,Woodrow,Wood
1287,Woodrow,Woody
1288,Yvonne,Vonna
1289,Zachariah,Zach
1290,Zachariah,Zachy
1291,Zachariah,Zeke
1292,Zebedee,Zeb
1293,Zedediah,Diah
1294,Zedediah,Dyer
1295,Zedediah,Zed
1296,Zephaniah,Zeph
1297,cheryl,sheryl
1298,sheryl,sher
1299,cher,sher
1300,anne,ann
1301,Ron,Ronnie
1302,Eb,Ebbie
1303,Ada,Addy
1304,Dell,Della
1305,Adele,Dell
1306,Addy,Adele
1307,Philly,Delphia
1308,Al,Bert
1309,Bert,Bertie
1310,Rich,Riche
1311,Al,Alex
1312,Fred,Freddy
1313,Freda,Frieda
1314,Lon,Lonzo
1315,Manda,Mandy
1316,Emily,Mel
1317,Andy,Drew
1318,Nancy,Nanny
1319,Bella,Belle
1320,Ara,Arry
1321,Ara,Belle
1322,Gus,Gussie
1323,Babs,Bab
1324,Babs,Barby
1325,Bab,Barby
1326,Trix,Trixie
1327,Ben,Bennie
1328,Jamie,Ben
1329,Berney,Bernie
1330,Brad,Ford
1331,Biddie,Biddy
1332,Brady,Brody
1333,Rick,Ricky
1334,Vin,Vinny
1335,Ron,Ronny
1336,Carrie,Cassie
1337,Carol,Carole
1338,Cathy,Kathy
1339,Katy,Kathy
1340,Kit,Kittie
1341,Charlie,Chuck
1342,Lotta,Lottie
1343,Christy,Crissy
1344,Kris,Chris
1345,Clair,Clare
1346,Clare,Clara
1347,Clair,Clara
1348,Cliff,Cliff
1349,Con,Conny
1350,Nelle,Nelly
1351,Dan,Danny
1352,Debbie,Deb
1353,Debbie,Debby
1354,Debby,Deb
1355,Donnie,Donny
1356,Dot,Dotty
1357,Ed,Eddie
1358,Ed,Eddy
1359,Eddie,Eddy
1360,Ted,Teddy
1361,Bess,Bessie
1362,Beth,Betsy
1363,Beth,Betty
1364,Lib,Libby
1365,Lisa,Liz
1366,Lisa,Lizzie
1367,Lizzie,Liz
1368,Ellie,Elly
1369,Manny,Manuel
1370,Emma,Emmy
1371,Eva,Eve
1372,Fran,Frannie
1373,Frankie,Frank
1374,Gabby,Gabe
1375,Geoff,Jeff
1376,Gerry,Jerry
1377,Gert,Gertie
1378,Gwen,Wendy
1379,Ella,Ellen
1380,Lena,Ellen
1381,Jim,Jimmie
1382,Jerry,Jereme
1383,Jody,Jo
1384,Joe,Joey
1385,Julie,Jule
1386,Kate,Kay
1387,Kenny,Ken
1388,Kendrick,Ken
1389,Kendrick,Kenny
1390,Leo,Leon
1391,Lil,Lilly
1392,Lil,Lily
1393,Lilly,Lily
1394,Lindy,Lynn
1395,Lois,Lou
1396,Lou,Lu
1397,Maddy,Madge
1398,Marge,Margery
1399,Margie,Margie
1400,Peg,Peggy
1401,Mat,Mattie
1402,Patsy,Patty
1403,Mick,Micky
1404,Mike,Mick
1405,Mike,Micky
1406,Gum,Monty
1407,Waldo,Ossy
1408,Waldo,Ozzy
1409,Ossy,Ozzy
1410,Pat,Pat
1411,Becca,Beck
1412,Beck,Becky
1413,Reba,Becca
1414,Reba,Beck
1415,Reg,Reggie
1416,Dick,Rick
1417,Rich,Rick
1418,Rich,Dick
1419,Ricky,Dick
1420,Ricky,Rich
1421,Bob,Rob
1422,Bobby,Rob
1423,Bobby,Bob
1424,Bert,Bob
1425,Bert,Bobby
1426,Rosa,Rose
1427,Rose,Rosie
1428,Sam,Sammy
1429,Sue,Susie
1430,Susie,Suzie
1431,Tom,Tommy
1432,Tim,Timmy
1433,Vic,Vicki
1434,Vic,Vicky
1435,Vicki,Vicky
1436,Vince,Vinnie
1437,Wally,Walt
1438,Will,Willie
1439,Bill,Willie
1440,Bill,Billy
1441,Will,Bill
1442,Nick,Nik
1443,Nik,Nick
1444,Alexandre,Alex
1445,Alexandre,Xander
1446,Arthur,Art
1447,Arthur,Toto
1448,Adam,Adi
1449,Adam,Addy
1450,Antoine,Tonio
1451,Antoine,Toine
1452,Ava,Avy
1453,Ava,Avo
1454,Adrien,Didi
1455,Adrien,Rien
1456,Agathe,Aga
1457,Agathe,Agie
1458,Axel,Axl
1459,Axel,Lex
1460,Ambre,Ambi
1461,Ambre,Ambou
1462,Antonia,Toni
1463,Antonia,Nia
1464,Amélie,Mimi
1465,Amélie,Mélie
1466,Auguste,Gus
1467,Auguste,Tito
1468,Alizée,Ali
1469,Alizée,Zézé
1470,Anaïs,Ana
1471,Anaïs,Nana
1472,Adèle,Adé
1473,Adèle,Didi
1474,Andréa,Déa
1475,Andréa,Dédé
1476,Aurélie,Auré
1477,Aurélie,Lily
1478,Arnaud,Nono
1479,Arnaud,Naud
1480,Alice,Ali
1481,Alice,Lili
1482,Baptiste,Bap
1483,Baptiste,Tito
1484,Bérénice,Bébé
1485,Bérénice,Nini
1486,Benjamin,Ben
1487,Benjamin,Benji
1488,Bianca,Bia
1489,Bianca,Nana
1490,Basile,Bas
1491,Basile,Lilo
1492,Blanche,Bla
1493,Blanche,Blanchou
1494,Bastien,Bas
1495,Bastien,Titi
1496,Brigitte,Bri
1497,Brigitte,Gigi
1498,Bastien,Bast
1499,Bastien,Titi
1500,Béatrice,Béa
1501,Béatrice,Trice
1502,Boris,Bobo
1503,Boris,Riri
1504,Bénédicte,Béné
1505,Bénédicte,Didi
1506,Brice,Bri
1507,Brice,Cici
1508,Bérangère,Bébé
1509,Bérangère,Nanou
1510,Bruno,Bru
1511,Bruno,Nono
1512,Bianca,Bia
1513,Bianca,Nana
1514,Baptiste,Bap
1515,Baptiste,Tito
1516,Blaise,Bla
1517,Blaise,Zézé
1518,Blandine,Béa
1519,Blandine,Didi
1520,Céline,Cé
1521,Céline,Line
1522,Clément,Clem
1523,Clément,Mimi
1524,Charlotte,Charly
1525,Charlotte,Lottie
1526,Cyril,Cy
1527,Cyril,Riri
1528,Camille,Cam
1529,Camille,Mimi
1530,Cédric,Cé
1531,Cédric,Didi
1532,Caroline,Caro
1533,Caroline,Line
1534,Cédric,Cé
1535,Cédric,Didi
1536,Cécile,Cé
1537,Cécile,Cilou
1538,Christophe,Chris
1539,Christophe,Tof
1540,Claire,Clairou
1541,Claire,Clarinette
1542,Corentin,Core
1543,Corentin,Tintin
1544,Coralie,Coco
1545,Coralie,Lili
1546,Charles,Charly
1547,Charles,Chacha
1548,Chloé,Chlo
1549,Chloé,Coco
1550,Cyrille,Cy
1551,Cyrille,Riri
1552,Cassandra,Cassy
1553,Cassandra,Sandra
1554,Céleste,Cé
1555,Céleste,Lulu
1556,Céline,Cé
1557,Céline,Line
1558,David,Dav
1559,David,Didi
1560,Daphné,Daph
1561,Daphné,NéNé
1562,Denis,Den
1563,Denis,Dédé
1564,Delphine,Del
1565,Delphine,Phinou
1566,Damien,Dam
1567,Damien,Mimi
1568,Danielle,Dani
1569,Danielle,Ella
1570,Dorian,Dor
1571,Dorian,Riri
1572,Dorothée,Dodo
1573,Dorothée,Théo
1574,Dominique,Dom
1575,Dominique,Nini
1576,Dimitri,Dim
1577,Dimitri,Mimi
1578,Déborah,Débo
1579,Déborah,Bobo
1580,Dylan,Dyl
1581,Dylan,Didi
1582,Diane,Dia
1583,Diane,Nana
1584,Daniel,Dan
1585,Daniel,Danny
1586,Daisy,Dai
1587,Daisy,Isa
1588,Diego,Die
1589,Diego,Gogo
1590,Dolores,Dolo
1591,Dolores,Lola
1592,Doriane,Dor
1593,Doriane,Nini
1594,Davy,Dav
1595,Davy,Vivi
1596,Élise,Éli
1597,Élise,Lili
1598,Éric,Éri
1599,Éric,Ricou
1600,Emilie,Émi
1601,Emilie,Mimi
1602,Ethan,Eth
1603,Ethan,Titi
1604,Élodie,Élo
1605,Élodie,Lolo
1606,Erwan,Erw
1607,Erwan,Wawa
1608,Estelle,Est
1609,Estelle,Stella
1610,Edouard,Édou
1611,Edouard,Doudou
1612,Eléonore,Élé
1613,Eléonore,Nono
1614,Eva,Éva
1615,Eva,Evie
1616,Emmanuel,Éman
1617,Emmanuel,Manu
1618,Emeline,Éme
1619,Emeline,Lili
1620,Ethan,Eth
1621,Ethan,Titi
1622,Élisabeth,Éli
1623,Élisabeth,Lili
1624,Enzo,Enz
1625,Enzo,Zozo
1626,Eugénie,Eugé
1627,Eugénie,Nini
1628,Emilien,Émi
1629,Emilien,Lien
1630,Émilie,Émi
1631,Émilie,Mimi
1632,Étienne,Éti
1633,Étienne,Tiou
1634,Éléonore,Élé
1635,Éléonore,Nono
1636,Fabien,Fab
1637,Fabien,Bibi
1638,Fanny,Fan
1639,Fanny,Nanou
1640,Florian,Flori
1641,Florian,Nini
1642,Frédéric,Fred
1643,Frédéric,Rico
1644,Flore,Flo
1645,Flore,Lolotte
1646,Félix,Fé
1647,Félix,Lili
1648,Fabrice,Fab
1649,Fabrice,Ricou
1650,Fiona,Fio
1651,Fiona,Nana
1652,François,Franck
1653,François,Fanfan
1654,Fatima,Fati
1655,Fatima,Tima
1656,Flavie,Fla
1657,Flavie,Vivi
1658,Frédérique,Fred
1659,Frédérique,Rico
1660,Félix,Fé
1661,Félix,Lili
1662,Fernand,Fern
1663,Fernand,Nando
1664,Fleur,Fleur
1665,Fleur,Lulu
1666,Floriane,Flori
1667,Floriane,Nini
1668,Félix,Fé
1669,Félix,Lili
1670,Fanny,Fan
1671,Fanny,Nanou
1672,Gaston,Gas
1673,Gaston,Tonton
1674,Gérald,Gé
1675,Gérald,Rara
1676,Gabrielle,Gab
1677,Gabrielle,Gaby
1678,Guillaume,Gui
1679,Guillaume,Will
1680,Gisèle,Gis
1681,Gisèle,Lulu
1682,Grégoire,Grégo
1683,Grégoire,Riri
1684,Gwendoline,Gwen
1685,Gwendoline,Linou
1686,Gérard,Gérard
1687,Gérard,Gégé
1688,Gladys,Gla
1689,Gladys,Lala
1690,Guillaume,Gui
1691,Guillaume,Will
1692,Ginette,Gin
1693,Ginette,Nette
1694,Gilles,Gil
1695,Gilles,Lolo
1696,Gisèle,Gis
1697,Gisèle,Lulu
1698,Géraldine,Gé
1699,Géraldine,Rara
1700,Gaston,Gas
1701,Gaston,Tonton
1702,Gérard,Gérard
1703,Gérard,Gégé
1704,Gérald,Gé
1705,Gérald,Rara
1706,Gabriel,Gab
1707,Gabriel,Gaby
1708,Gladys,Gla
1709,Gladys,Lala
1710,Hugo,Hug
1711,Hugo,Gogo
1712,Hélène,Hé
1713,Hélène,Lé
1714,Henri,Hen
1715,Henri,Ricou
1716,Hannah,Han
1717,Hannah,Nanou
1718,Hubert,Hub
1719,Hubert,Bert
1720,Hélène,Hé
1721,Hélène,Lé
1722,Hadrien,Hadri
1723,Hadrien,Didi
1724,Héloïse,Hélo
1725,Héloïse,Lo
1726,Hervé,Her
1727,Hervé,Véro
1728,Hélène,Hé
1729,Hélène,Lé
1730,Harold,Haro
1731,Harold,Roro
1732,Héloïse,Hélo
1733,Héloïse,Lo
1734,Hervé,Her
1735,Hervé,Véro
1736,Hannah,Han
1737,Hannah,Nanou
1738,Hugo,Hug
1739,Hugo,Gogo
1740,Henriette,Hen
1741,Henriette,Riette
1742,Hugo,Hug
1743,Hugo,Gogo
1744,Hélène,Hé
1745,Hélène,Lé
1746,Hannah,Han
1747,Hannah,Nanou
1748,Isabelle,Isa
1749,Isabelle,Belle
1750,Igor,Igo
1751,Igor,Iggy
1752,Irène,Iré
1753,Irène,Rénie
1754,Inès,Iné
1755,Inès,Nénette
1756,Isidore,Isi
1757,Isidore,Dodo
1758,Isabelle,Isa
1759,Isabelle,Belle
1760,Isaac,Isa
1761,Isaac,Zaza
1762,Irina,Iri
1763,Irina,Riri
1764,Isaac,Isa
1765,Isaac,Zaza
1766,Isidore,Isi
1767,Isidore,Dodo
1768,Isabelle,Isa
1769,Isabelle,Belle
1770,Ingrid,Ing
1771,Ingrid,Gridou
1772,Ivan,Iva
1773,Ivan,Vava
1774,Irène,Iré
1775,Irène,Rénie
1776,Isidore,Isi
1777,Isidore,Dodo
1778,Isaïe,Isa
1779,Isaïe,Isaï
1780,Isabelle,Isa
1781,Isabelle,Belle
1782,Igor,Igo
1783,Igor,Iggy
1784,Inès,Iné
1785,Inès,Nénette
1786,Jean,Jean-Jean
1787,Jean,Jiji
1788,Julie,Ju
1789,Julie,LiLi
1790,Jérôme,JéJé
1791,Jérôme,Momo
1792,Joséphine,Jo
1793,Joséphine,Fifi
1794,Jonathan,Jon
1795,Jonathan,Nathan
1796,Jade,Jade
1797,Jade,Dédé
1798,Julien,Ju
1799,Julien,Lolo
1800,Jasmine,Jas
1801,Jasmine,Minnie
1802,Jordan,Jor
1803,Jordan,Dan
1804,Johanne,Jojo
1805,Johanne,Hannie
1806,Jack,Jacky
1807,Jack,Coco
1808,Justine,Ju
1809,Justine,Tine
1810,Jacques,Jaco
1811,Jacques,Kiki
1812,Jade,Jade
1813,Jade,Dédé
1814,Jules,Ju
1815,Jules,Lili
1816,Jessica,Jess
1817,Jessica,Sica
1818,Justin,Jus
1819,Justin,Tintin
1820,Juliette,Ju
1821,Juliette,Lili
1822,Jérémie,JéJé
1823,Jérémie,Mimi
1824,José,Jo
1825,José,Pepito
1826,Joseph,Jojo
1827,Joseph,Djo
1828,Karine,Ka
1829,Karine,Riri
1830,Kévin,Ké
1831,Kévin,Vinou
1832,Katherine,Kat
1833,Katherine,Rinou
1834,Kilian,Kil
1835,Kilian,Kiki
1836,Kelly,Kel
1837,Kelly,Lili
1838,Karl,Kar
1839,Karl,Kiki
1840,Katia,Kat
1841,Katia,Titi
1842,Kylian,Kyl
1843,Kylian,Lili
1844,Karine,Ka
1845,Karine,Riri
1846,Kévin,Ké
1847,Kévin,Vinou
1848,Kévin,Ké
1849,Kévin,Vinou
1850,Katherine,Kat
1851,Katherine,Rinou
1852,Kim,Kim
1853,Kim,Kimy
1854,Kilian,Kil
1855,Kilian,Kiki
1856,Kelly,Kel
1857,Kelly,Lili
1858,Karl,Kar
1859,Karl,Kiki
1860,Katia,Kat
1861,Katia,Titi
1862,Kylian,Kyl
1863,Kylian,Lili
1864,Karine,Ka
1865,Karine,Riri
1866,Lucas,Luc
1867,Lucas,Lulu
1868,Léa,Lé
1869,Léa,Lili
1870,Louis,Lou
1871,Louis,Loulou
1872,Lola,Lo
1873,Lola,Lili
1874,Léo,Léo
1875,Léo,Loulou
1876,Laura,Lau
1877,Laura,Lolo
1878,Lucie,Luci
1879,Lucie,Lulu
1880,Léon,Lé
1881,Léon,Nonno
1882,Léonie,Lé
1883,Léonie,Nonie
1884,Lilian,Lil
1885,Lilian,Nono
1886,Laure,Lau
1887,Laure,Lolotte
1888,Léandre,Léa
1889,Léandre,Lolo
1890,Léna,Lé
1891,Léna,Nana
1892,Louis,Lou
1893,Louis,Loulou
1894,Lily,Lil
1895,Lily,Lili
1896,Louise,Lou
1897,Louise,Isou
1898,Léna,Lé
1899,Léna,Nana
1900,Lorenzo,Lo
1901,Lorenzo,Enzo
1902,Léandre,Léa
1903,Léandre,Lolo
1904,Lucas,Luc
1905,Lucas,Lulu
1906,Lola,Lo
1907,Lola,Lili
1908,Maxime,Max
1909,Maxime,Mimou
1910,Manon,Man
1911,Manon,Nonie
1912,Marius,Mari
1913,Marius,Riri
1914,Mélanie,Méla
1915,Mélanie,Lili
1916,Mathis,Mat
1917,Mathis,Titi
1918,Mélanie,Méla
1919,Mélanie,Lili
1920,Mathilde,Mathi
1921,Mathilde,Titi
1922,Martin,Marti
1923,Martin,Tintin
1924,Maeva,Mae
1925,Maeva,Eva
1926,Matthieu,Mat
1927,Matthieu,Titi
1928,Morgane,Mor
1929,Morgane,Nana
1930,Maxence,Max
1931,Maxence,Enzo
1932,Manuel,Manu
1933,Manuel,Nono
1934,Marine,Mari
1935,Marine,Minie
1936,Mehdi,Meh
1937,Mehdi,Didi
1938,Morgane,Mor
1939,Morgane,Nana
1940,Matéo,Mat
1941,Matéo,Titi
1942,Maëlle,Maë
1943,Maëlle,Lili
1944,Matilda,Mat
1945,Matilda,Titi
1946,Mélissa,Méli
1947,Mélissa,Lili
1948,Maxime,Max
1949,Maxime,Mimou
1950,Manon,Man
1951,Manon,Nonie
1952,Nathan,Nath
1953,Nathan,Than
1954,Nina,Nin
1955,Nina,Nini
1956,Nicolas,Nico
1957,Nicolas,Colas
1958,Noémie,Noé
1959,Noémie,Mimi
1960,Nolan,No
1961,Nolan,Nono
1962,Nathalie,Nath
1963,Nathalie,Lili
1964,Naomi,Nao
1965,Naomi,Mi
1966,Nils,Nil
1967,Nils,Lili
1968,Nora,Nor
1969,Nora,Nono
1970,Nino,Nin
1971,Nino,Nono
1972,Nathanaël,Natha
1973,Nathanaël,Naël
1974,Nolwenn,Nol
1975,Nolwenn,Wenny
1976,Norah,Nor
1977,Norah,Nono
1978,Noé,No
1979,Noé,NoNoé
1980,Nelly,Nel
1981,Nelly,Lili
1982,Nathan,Nath
1983,Nathan,Than
1984,Nina,Nin
1985,Nina,Nini
1986,Nicolas,Nico
1987,Nicolas,Colas
1988,Noémie,Noé
1989,Noémie,Mimi
1990,Nolan,No
1991,Nolan,Nono
1992,Olivier,Oliv
1993,Olivier,Lolo
1994,Océane,Océ
1995,Océane,CéCé
1996,Oscar,Os
1997,Oscar,Caro
1998,Olivia,Oli
1999,Olivia,Lili
2000,Octave,Octa
2001,Octave,Titi
2002,Odile,Odi
2003,Odile,Lili
2004,Owen,Ow
2005,Owen,Wenny
2006,Océane,Océ
2007,Océane,CéCé
2008,Pierre,Pierro
2009,Pierre,Pierrot
2010,Paul,Paulou
2011,Paul,Lulu
2012,Philippe,Phil
2013,Philippe,Flip
2014,Paola,Pao
2015,Paola,Lola
2016,Pascal,Pasc
2017,Pascal,Caca
2018,Prune,Pru
2019,Prune,Nini
2020,Quentin,Quen
2021,Quentin,Tinou
2022,Quincy,Quin
2023,Quincy,Cy
2024,Quitterie,Quit
2025,Quitterie,Titi
2026,Rémi,Ré
2027,Rémi,Mimou
2028,Rose,Ros
2029,Rose,Rosy
2030,Raphaël,Raph
2031,Raphaël,Fifi
2032,Romane,Rom
2033,Romane,Manou
2034,Robin,Rob
2035,Robin,Bibi
2036,Roxane,Rox
2037,Roxane,Nanou
2038,Romain,Rom
2039,Romain,Tintin
2040,Rosalie,Rosa
2041,Rosalie,Lili
2042,Rodrigue,Rod
2043,Rodrigue,Riri
2044,Rachel,Rach
2045,Rachel,Chacha
2046,Ruben,Rub
2047,Ruben,Ben
2048,Romaine,Rom
2049,Romaine,Manou
2050,Rudy,Rud
2051,Rudy,Dudu
2052,Rita,Ri
2053,Rita,Titi
2054,Rodolphe,Rod
2055,Rodolphe,Riri
2056,Rebecca,Rebe
2057,Rebecca,Becca
2058,Robin,Rob
2059,Robin,Bibi
2060,Roxane,Rox
2061,Roxane,Nanou
2062,Romuald,Romu
2063,Romuald,Mumu
2064,Samuel,Sam
2065,Samuel,Sammy
2066,Sofia,Sof
2067,Sofia,Fifi
2068,Simon,Sim
2069,Simon,Monmon
2070,Sarah,Sar
2071,Sarah,Sasa
2072,Stéphane,Stéph
2073,Stéphane,Titi
2074,Solène,Sol
2075,Solène,Lili
2076,Sylvain,Sylv
2077,Sylvain,Vinou
2078,Sophie,Soph
2079,Sophie,FiFi
2080,Sacha,Sach
2081,Sacha,Chacha
2082,Sébastien,Séb
2083,Sébastien,Bast
2084,Samantha,Sam
2085,Samantha,Mantha
2086,Séverine,Sév
2087,Séverine,Vivi
2088,Théo,Thé
2089,Théo,Titi
2090,Tatiana,Tata
2091,Tatiana,Titi
2092,Tristan,Tris
2093,Tristan,Titi
2094,Tiphaine,Tip
2095,Tiphaine,Fifi
2096,Thomas,Thom
2097,Thomas,Tom
2098,Tamara,Tama
2099,Tamara,Mamie
2100,Timothée,Tim
2101,Timothée,TiTi
2102,Théodore,Théo
2103,Théodore,Doudou
2104,Tessa,Tes
2105,Tessa,Tessou
2106,Thibault,Thib
2107,Thibault,Titi
2108,Tara,Tara
2109,Tara,Titi
2110,Thérèse,Thé
2111,Thérèse,Titi
2112,Tanguy,Tang
2113,Tanguy,Nono
2114,Tatiana,Tata
2115,Tatiana,Titi
2116,Tristan,Tris
2117,Tristan,Titi
2118,Tiphaine,Tip
2119,Tiphaine,Fifi
2120,Thomas,Thom
2121,Thomas,Tom
2122,Tamara,Tama
2123,Tamara,Mamie
2124,Timothée,Tim
2125,Timothée,TiTi
2126,Théodore,Théo
2127,Théodore,Doudou
2128,Tessa,Tes
2129,Tessa,Tessou
2130,Thibault,Thib
2131,Thibault,Titi
2132,Tara,Tara
2133,Tara,Titi
2134,Thérèse,Thé
2135,Thérèse,Titi
2136,Tanguy,Tang
2137,Tanguy,Nono
2138,Ulysse,Uly
2139,Ulysse,Sse
2140,Ursule,Urs
2141,Ursule,Lulu
2142,Ugo,Ugo
2143,Ugo,Gogo
2144,Ulrich,Ul
2145,Ulrich,Richou
2146,Ursula,Urs
2147,Ursula,Lulu
2148,Victor,Vic
2149,Victor,Vico
2150,Valérie,Val
2151,Valérie,Lili
2152,Vincent,Vin
2153,Vincent,Vinci
2154,Vanessa,Van
2155,Vanessa,Nessa
2156,Vivien,Viv
2157,Vivien,Nini
2158,Véronique,Véro
2159,Véronique,Nini
2160,Valentin,Val
2161,Valentin,Tintin
2162,Violette,Vio
2163,Violette,Lili
2164,Valérie,Val
2165,Valérie,Lili
2166,Vincent,Vin
2167,Vincent,Vinci
2168,Vanessa,Van
2169,Vanessa,Nessa
2170,Vivien,Viv
2171,Vivien,Nini
2172,Véronique,Véro
2173,Véronique,Nini
2174,Valentin,Val
2175,Valentin,Tintin
2176,Violette,Vio
2177,Violette,Lili
2178,Walter,Walt
2179,Walter,Wally
2180,Wendy,Wen
2181,Wendy,Wawa
2182,Wilfried,Wil
2183,Wilfried,Fredo
2184,Winston,Win
2185,Winston,Ston
2186,Wanda,Wan
2187,Wanda,Wawa
2188,Xavier,Xav
2189,Xavier,Xavi
2190,Xena,Xe
2191,Xena,Nana
2192,Xander,Xan
2193,Xander,Didi
2194,Ximena,Xim
2195,Ximena,Mimi
2196,Yannick,Yan
2197,Yannick,Yann
2198,Yannick,Nini
2199,Yasmine,Yas
2200,Yasmine,Mimi
2201,Yves,Yv
2202,Yves,Yoyo
2203,Yolande,Yola
2204,Yolande,Lulu
2205,Yoann,Yo
2206,Yoann,Nini
2207,Zacharie,Zach
2208,Zacharie,Zak
2209,Zoé,Zo
2210,Zoé,Zozo
2211,Zéphyrin,Zéph
2212,Zéphyrin,Zozo
2213,Zoé,Zo
2214,Zoé,Zozo

